0	2025-11-28 18:51:46.003257		PnP Event: Connect	DOWN	0x0	5c 00 3f 00 3f 00 5c 00 55 00 53 00 42 00 23 00 56 00 49 00 44 00 5f 00 30 00 36 00 37 00 42 00 26 00 50 00 49 00 44 00 5f 00 32 00 33 00 30 00 33 00 23 00 36 00 26 00 32 00 64 00 61 00 30 00 65 00 61 00 63 00 35 00 26 00 30 00 26 00 34 00 23 00 7b 00 30 00 31 00 30 00 30 00 66 00 64 00 64 00 37 00 2d 00 62 00 65 00 35 00 61 00 2d 00 34 00 38 00 30 00 38 00 2d 00 39 00 31 00 66 00 35 00 2d 00 30 00 35 00 30 00 30 00 32 00 62 00 63 00 36 00 30 00 66 00 37 00 32 00 7d 00 	\.?.?.\.U.S.B.#.V.I.D._.0.6.7.B.&.P.I.D._.2.3.0.3.#.6.&.2.d.a.0.e.a.c.5.&.0.&.4.#.{.0.1.0.0.f.d.d.7.-.b.e.5.a.-.4.8.0.8.-.9.1.f.5.-.0.5.0.0.2.b.c.6.0.f.7.2.}.
241	2025-11-28 18:51:49.743327	0.000021	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
243	2025-11-28 18:51:49.743389	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
245	2025-11-28 18:51:49.743438	0.000013	IRP_MJ_READ	UP	0x0	d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 	.n....*.........n....*.........n....*.........n....*......
246	2025-11-28 18:51:49.748159	0.004721	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
248	2025-11-28 18:51:49.748280	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
250	2025-11-28 18:51:49.748346	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
252	2025-11-28 18:51:49.748374	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
255	2025-11-28 18:51:49.759356	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
257	2025-11-28 18:51:49.759381	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
259	2025-11-28 18:51:49.759437	0.000013	IRP_MJ_READ	UP	0x0	eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f 	...n....*.........n....*.........n....*.........n....*....
260	2025-11-28 18:51:49.764468	0.005031	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
262	2025-11-28 18:51:49.764649	0.000016	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
264	2025-11-28 18:51:49.764723	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
266	2025-11-28 18:51:49.764756	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
269	2025-11-28 18:51:49.775614	0.000021	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
271	2025-11-28 18:51:49.775642	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
273	2025-11-28 18:51:49.775712	0.000028	IRP_MJ_READ	UP	0x0	e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 	.....n....*.........n....*.........n....*.........n....*...
274	2025-11-28 18:51:49.780503	0.004792	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
276	2025-11-28 18:51:49.780579	0.000007	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
278	2025-11-28 18:51:49.780714	0.000009	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
280	2025-11-28 18:51:49.780740	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
283	2025-11-28 18:51:49.791935	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
285	2025-11-28 18:51:49.791962	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
287	2025-11-28 18:51:49.792013	0.000013	IRP_MJ_READ	UP	0x0	16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf 	......n....*.........n....*.........n....*.........n....*.
288	2025-11-28 18:51:49.792283	0.000270	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
290	2025-11-28 18:51:49.792333	0.000003	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
292	2025-11-28 18:51:49.792363	0.000005	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
294	2025-11-28 18:51:49.792376	0.000001	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
297	2025-11-28 18:51:49.807812	0.000018	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
299	2025-11-28 18:51:49.807841	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
301	2025-11-28 18:51:49.807893	0.000012	IRP_MJ_READ	UP	0x0	ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ff ff dc ba 	........n....*.........n....*.....
302	2025-11-28 18:51:49.808045	0.000152	IRP_MJ_WRITE	DOWN	0x0	ab cd 10 00 ed 6d 18 e6 2e 83 04 40 21 37 d5 40 53 64 b3 da 64 16 dc ba 	.....m.....@!7.@Sd..d...
305	2025-11-28 18:51:49.823755	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
306	2025-11-28 18:51:49.834069	0.010314	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
308	2025-11-28 18:51:49.834161	0.000010	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
310	2025-11-28 18:51:49.834202	0.000007	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
312	2025-11-28 18:51:49.834218	0.000001	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
315	2025-11-28 18:51:49.839759	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
317	2025-11-28 18:51:49.839785	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
319	2025-11-28 18:51:49.839838	0.000013	IRP_MJ_READ	UP	0x0	ab cd 0c 02 ea 6d 1c e4 2e 83 04 40 21 37 d5 40 ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 	.....m.....@!7.@........n....*.........n....*.........n....
320	2025-11-28 18:51:49.850498	0.010660	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
322	2025-11-28 18:51:49.850686	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
324	2025-11-28 18:51:49.850756	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
326	2025-11-28 18:51:49.850788	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
329	2025-11-28 18:51:49.855983	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
331	2025-11-28 18:51:49.856010	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
333	2025-11-28 18:51:49.856064	0.000013	IRP_MJ_READ	UP	0x0	2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf 	*.........n....*.........n....*.........n....*.........n..
334	2025-11-28 18:51:49.866680	0.010616	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
336	2025-11-28 18:51:49.866871	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
338	2025-11-28 18:51:49.866951	0.000016	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
340	2025-11-28 18:51:49.866984	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
343	2025-11-28 18:51:49.872148	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
345	2025-11-28 18:51:49.872175	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
347	2025-11-28 18:51:49.872237	0.000016	IRP_MJ_READ	UP	0x0	de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e 	..*.........n....*.........n....*.........n....*.........n
348	2025-11-28 18:51:49.882737	0.010500	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
350	2025-11-28 18:51:49.882943	0.000031	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
352	2025-11-28 18:51:49.883016	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
354	2025-11-28 18:51:49.883050	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
357	2025-11-28 18:51:49.887984	0.000018	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
359	2025-11-28 18:51:49.888010	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
361	2025-11-28 18:51:49.888060	0.000013	IRP_MJ_READ	UP	0x0	f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 	....*.........n....*.........n....*.........n....*........
362	2025-11-28 18:51:49.898823	0.010763	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
364	2025-11-28 18:51:49.899015	0.000012	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
366	2025-11-28 18:51:49.899095	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
368	2025-11-28 18:51:49.899128	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
371	2025-11-28 18:51:49.904319	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
373	2025-11-28 18:51:49.904345	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
375	2025-11-28 18:51:49.904395	0.000013	IRP_MJ_READ	UP	0x0	d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 	.n....*.........n....*.........n....*.........n....*......
376	2025-11-28 18:51:49.914757	0.010362	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
378	2025-11-28 18:51:49.914868	0.000007	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
380	2025-11-28 18:51:49.914927	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
382	2025-11-28 18:51:49.914954	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
385	2025-11-28 18:51:49.920461	0.000007	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
387	2025-11-28 18:51:49.920478	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
389	2025-11-28 18:51:49.920543	0.000012	IRP_MJ_READ	UP	0x0	eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f 	...n....*.........n....*.........n....*.........n....*....
390	2025-11-28 18:51:49.931135	0.010592	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
392	2025-11-28 18:51:49.931328	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
394	2025-11-28 18:51:49.931398	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
396	2025-11-28 18:51:49.931429	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
399	2025-11-28 18:51:49.936902	0.000022	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
401	2025-11-28 18:51:49.936933	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
403	2025-11-28 18:51:49.936983	0.000013	IRP_MJ_READ	UP	0x0	e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 	.....n....*.........n....*.........n....*.........n....*...
404	2025-11-28 18:51:49.947296	0.010313	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
406	2025-11-28 18:51:49.947486	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
408	2025-11-28 18:51:49.947559	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
410	2025-11-28 18:51:49.947590	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
413	2025-11-28 18:51:49.952953	0.000021	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
415	2025-11-28 18:51:49.952983	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
417	2025-11-28 18:51:49.953034	0.000013	IRP_MJ_READ	UP	0x0	16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf 	......n....*.........n....*.........n....*.........n....*.
418	2025-11-28 18:51:49.959284	0.006250	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
420	2025-11-28 18:51:49.959477	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
422	2025-11-28 18:51:49.959556	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
424	2025-11-28 18:51:49.959589	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
427	2025-11-28 18:51:49.969295	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
429	2025-11-28 18:51:49.969341	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 00 00 00 	........$...........
431	2025-11-28 18:51:49.969391	0.000013	IRP_MJ_READ	UP	0x0	ec fc 16 7f e9 93 eb 16 df 63 fe b4 d4 c3 22 b8 ea f9 12 7c e9 93 eb 19 d1 6e f2 bf de ca 2a bf ff ff dc ba 	........c...."....|.....n....*.....
432	2025-11-28 18:51:49.969555	0.000164	IRP_MJ_WRITE	DOWN	0x0	ab cd 10 00 ed 6d 18 e6 2e 91 05 40 61 35 d5 40 53 64 b3 da 9c 1a dc ba 	.....m.....@a5.@Sd......
435	2025-11-28 18:51:49.985224	0.000021	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
436	2025-11-28 18:51:50.000018	0.014794	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
438	2025-11-28 18:51:50.000148	0.000010	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
440	2025-11-28 18:51:50.000214	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
442	2025-11-28 18:51:50.000241	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
445	2025-11-28 18:51:50.001124	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
447	2025-11-28 18:51:50.001144	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
449	2025-11-28 18:51:50.001184	0.000011	IRP_MJ_READ	UP	0x0	ab cd 4c 00 ea 6d 5c e6 2e 91 05 40 61 35 d5 40 ef 6a 7e 82 16 6c 14 e6 d1 6e 0d 40 21 35 d5 40 11 03 e9 80 16 6c 14 e2 6d d9 20 70 11 04 d5 40 13 03 e9 80 16 6c 14 e6 2e 91 0d 40 21 35 	..L..m\....@a5.@.j~..l...n.@!5.@.....l..m. p...@.....l.....@!5
450	2025-11-28 18:51:50.008622	0.007438	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
